Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	log_freq
160	5	alphabetical	22	False	FacebookAI/roberta-base	0.5005966008757241	4.748547969866195	5	11	order_meaning2_syn1	unexpected	The files were organized in alphabetical arrangement	6	118	4.77912349311153
161	6	arrangement	22	False	FacebookAI/roberta-base	9.40669792726112e-07	20.01980781555176	6	11	order_meaning2_syn1	unexpected	The files were organized in alphabetical arrangement	6	2328	7.753194269884341
162	0	Please	23	False	FacebookAI/roberta-base	0.3115074932575226	1.6826611757278442	0	12	order_meaning2_syn1	expected	Please keep the documents in the right order.	7	8377	9.03336450150698
163	1	keep	23	False	FacebookAI/roberta-base	0.0201299767941236	5.634510517120361	1	12	order_meaning2_syn1	expected	Please keep the documents in the right order.	7	50479	10.829332497215095
164	2	the	23	False	FacebookAI/roberta-base	0.2901551127433777	1.785103678703308	2	12	order_meaning2_syn1	expected	Please keep the documents in the right order.	7	6500900	15.687451340644257
165	3	documents	23	False	FacebookAI/roberta-base	0.0024444991722702	8.67624568939209	3	12	order_meaning2_syn1	expected	Please keep the documents in the right order.	7	4578	8.429235912657095
166	4	in	23	False	FacebookAI/roberta-base	0.9965403079986572	0.0049999761395156	4	12	order_meaning2_syn1	expected	Please keep the documents in the right order.	7	2204092	14.605826644371975
167	5	the	23	False	FacebookAI/roberta-base	0.9908735752105712	0.0132270753383636	5	12	order_meaning2_syn1	expected	Please keep the documents in the right order.	7	6500900	15.687451340644257
168	6	right	23	False	FacebookAI/roberta-base	0.094269074499607	3.407071590423584	6	12	order_meaning2_syn1	expected	Please keep the documents in the right order.	7	84282	11.341935462918219
169	7	order.	23	False	FacebookAI/roberta-base	0.6811401098966599	0.6089580357074738	7	12	order_meaning2_syn1	expected	Please keep the documents in the right order.	7	24691	10.114234583513786
170	0	Please	24	False	FacebookAI/roberta-base	0.0725389793515205	3.785099744796753	0	12	order_meaning2_syn1	unexpected	Please keep the documents in the right arrangement	7	8377	9.03336450150698
171	1	keep	24	False	FacebookAI/roberta-base	0.0338996350765228	4.882586479187012	1	12	order_meaning2_syn1	unexpected	Please keep the documents in the right arrangement	7	50479	10.829332497215095
172	2	the	24	False	FacebookAI/roberta-base	0.153016448020935	2.7082414627075195	2	12	order_meaning2_syn1	unexpected	Please keep the documents in the right arrangement	7	6500900	15.687451340644257
173	3	documents	24	False	FacebookAI/roberta-base	0.0137975178658962	6.179447174072266	3	12	order_meaning2_syn1	unexpected	Please keep the documents in the right arrangement	7	4578	8.429235912657095
174	4	in	24	False	FacebookAI/roberta-base	0.9806286096572876	0.0282212402671575	4	12	order_meaning2_syn1	unexpected	Please keep the documents in the right arrangement	7	2204092	14.605826644371975
175	5	the	24	False	FacebookAI/roberta-base	0.9958980679512024	0.0059299683198332	5	12	order_meaning2_syn1	unexpected	Please keep the documents in the right arrangement	7	6500900	15.687451340644257
176	6	right	24	False	FacebookAI/roberta-base	0.0790750905871391	3.660632848739624	6	12	order_meaning2_syn1	unexpected	Please keep the documents in the right arrangement	7	84282	11.341935462918219
177	7	arrangement	24	False	FacebookAI/roberta-base	2.630320523167029e-06	18.53632926940918	7	12	order_meaning2_syn1	unexpected	Please keep the documents in the right arrangement	7	2328	7.753194269884341
178	0	The	25	False	FacebookAI/roberta-base	0.9029622077941896	0.1472625434398651	0	13	order_meaning2_syn1	expected	The books were lined up in a neat order.	8	6500900	15.687451340644257
179	1	books	25	False	FacebookAI/roberta-base	0.0075733587145805	7.044850826263428	1	13	order_meaning2_syn1	expected	The books were lined up in a neat order.	8	17142	9.749345206007481
180	2	were	25	False	FacebookAI/roberta-base	0.5259465575218201	0.9270118474960328	2	13	order_meaning2_syn1	expected	The books were lined up in a neat order.	8	242601	12.399177519481189
181	3	lined	25	False	FacebookAI/roberta-base	0.7085741758346558	0.4970091879367828	3	13	order_meaning2_syn1	expected	The books were lined up in a neat order.	8	2237	7.71333788887187
182	4	up	25	False	FacebookAI/roberta-base	0.9915646314620972	0.0122212870046496	4	13	order_meaning2_syn1	expected	The books were lined up in a neat order.	8	263725	12.48266596437143
183	5	in	25	False	FacebookAI/roberta-base	0.9914616346359252	0.0123711768537759	5	13	order_meaning2_syn1	expected	The books were lined up in a neat order.	8	2204092	14.605826644371975
184	6	a	25	False	FacebookAI/roberta-base	0.8639512658119202	0.2109782099723816	6	13	order_meaning2_syn1	expected	The books were lined up in a neat order.	8	2959949	14.900682934265681
185	7	neat	25	False	FacebookAI/roberta-base	0.0505491606891155	4.306169033050537	7	13	order_meaning2_syn1	expected	The books were lined up in a neat order.	8	1449	7.27931883541462
186	8	order.	25	False	FacebookAI/roberta-base	0.3302614111453294	2.988366514444351	8	13	order_meaning2_syn1	expected	The books were lined up in a neat order.	8	24691	10.114234583513786
187	0	The	26	False	FacebookAI/roberta-base	0.9441742897033693	0.082874909043312	0	13	order_meaning2_syn1	unexpected	The books were lined up in a neat arrangement	8	6500900	15.687451340644257
188	1	books	26	False	FacebookAI/roberta-base	0.0009927791543304	9.976239204406738	1	13	order_meaning2_syn1	unexpected	The books were lined up in a neat arrangement	8	17142	9.749345206007481
189	2	were	26	False	FacebookAI/roberta-base	0.4692626595497131	1.0915324687957764	2	13	order_meaning2_syn1	unexpected	The books were lined up in a neat arrangement	8	242601	12.399177519481189
190	3	lined	26	False	FacebookAI/roberta-base	0.7751245498657227	0.3674999177455902	3	13	order_meaning2_syn1	unexpected	The books were lined up in a neat arrangement	8	2237	7.71333788887187
191	4	up	26	False	FacebookAI/roberta-base	0.9923575520515442	0.0110680311918258	4	13	order_meaning2_syn1	unexpected	The books were lined up in a neat arrangement	8	263725	12.48266596437143
192	5	in	26	False	FacebookAI/roberta-base	0.9568846821784972	0.06358303129673	5	13	order_meaning2_syn1	unexpected	The books were lined up in a neat arrangement	8	2204092	14.605826644371975
193	6	a	26	False	FacebookAI/roberta-base	0.9924901127815248	0.0108753331005573	6	13	order_meaning2_syn1	unexpected	The books were lined up in a neat arrangement	8	2959949	14.900682934265681
194	7	neat	26	False	FacebookAI/roberta-base	0.3301680386066437	1.5987277030944824	7	13	order_meaning2_syn1	unexpected	The books were lined up in a neat arrangement	8	1449	7.27931883541462
195	8	arrangement	26	False	FacebookAI/roberta-base	0.00886364094913	6.817884922027588	8	13	order_meaning2_syn1	unexpected	The books were lined up in a neat arrangement	8	2328	7.753194269884341
196	0	He	27	False	FacebookAI/roberta-base	0.0058109862729907	7.427001476287842	0	14	order_meaning2_syn1	expected	He listed the steps in the correct order.	7	622141	13.340923641485727
197	1	listed	27	False	FacebookAI/roberta-base	0.0285181384533643	5.13197660446167	1	14	order_meaning2_syn1	expected	He listed the steps in the correct order.	7	3583	8.18423477409482
198	2	the	27	False	FacebookAI/roberta-base	0.8126299977302551	0.2993294894695282	2	14	order_meaning2_syn1	expected	He listed the steps in the correct order.	7	6500900	15.687451340644257
199	3	steps	27	False	FacebookAI/roberta-base	0.0290183164179325	5.1068925857543945	3	14	order_meaning2_syn1	expected	He listed the steps in the correct order.	7	8387	9.03455739202181
200	4	in	27	False	FacebookAI/roberta-base	0.9970345497131348	0.0042845983989536	4	14	order_meaning2_syn1	expected	He listed the steps in the correct order.	7	2204092	14.605826644371975
201	5	the	27	False	FacebookAI/roberta-base	0.9196115136146544	0.1209035590291023	5	14	order_meaning2_syn1	expected	He listed the steps in the correct order.	7	6500900	15.687451340644257
202	6	correct	27	False	FacebookAI/roberta-base	0.0077560986392199	7.010453224182129	6	14	order_meaning2_syn1	expected	He listed the steps in the correct order.	7	5067	8.53070154144103
203	7	order.	27	False	FacebookAI/roberta-base	0.5732960104942322	1.3123400593176484	7	14	order_meaning2_syn1	expected	He listed the steps in the correct order.	7	24691	10.114234583513786
204	0	He	28	False	FacebookAI/roberta-base	0.0151329934597015	6.046158790588379	0	14	order_meaning2_syn1	unexpected	He listed the steps in the correct arrangement	7	622141	13.340923641485727
205	1	listed	28	False	FacebookAI/roberta-base	0.0108237247914075	6.529659271240234	1	14	order_meaning2_syn1	unexpected	He listed the steps in the correct arrangement	7	3583	8.18423477409482
206	2	the	28	False	FacebookAI/roberta-base	0.7839503884315491	0.3511657118797302	2	14	order_meaning2_syn1	unexpected	He listed the steps in the correct arrangement	7	6500900	15.687451340644257
207	3	steps	28	False	FacebookAI/roberta-base	0.0116076171398162	6.428784370422363	3	14	order_meaning2_syn1	unexpected	He listed the steps in the correct arrangement	7	8387	9.03455739202181
208	4	in	28	False	FacebookAI/roberta-base	0.9395801424980164	0.08991190046072	4	14	order_meaning2_syn1	unexpected	He listed the steps in the correct arrangement	7	2204092	14.605826644371975
209	5	the	28	False	FacebookAI/roberta-base	0.8636479377746582	0.2114847898483276	5	14	order_meaning2_syn1	unexpected	He listed the steps in the correct arrangement	7	6500900	15.687451340644257
210	6	correct	28	False	FacebookAI/roberta-base	0.0001779027516022	12.456624031066896	6	14	order_meaning2_syn1	unexpected	He listed the steps in the correct arrangement	7	5067	8.53070154144103
211	7	arrangement	28	False	FacebookAI/roberta-base	4.663370418711565e-06	17.710195541381836	7	14	order_meaning2_syn1	unexpected	He listed the steps in the correct arrangement	7	2328	7.753194269884341
212	0	The	29	False	FacebookAI/roberta-base	0.5542515516281128	0.8513872027397156	0	15	order_meaning2_syn1	expected	The teacher asked us to number the items in order.	9	6500900	15.687451340644257
213	1	teacher	29	False	FacebookAI/roberta-base	0.0458928719162941	4.445586204528809	1	15	order_meaning2_syn1	expected	The teacher asked us to number the items in order.	9	6888	8.837681215593197
214	2	asked	29	False	FacebookAI/roberta-base	0.1230029165744781	3.023235559463501	2	15	order_meaning2_syn1	expected	The teacher asked us to number the items in order.	9	30375	10.321408101911638
215	3	us	29	False	FacebookAI/roberta-base	0.1858251392841339	2.4279823303222656	3	15	order_meaning2_syn1	expected	The teacher asked us to number the items in order.	9	90390	11.411899983901964
216	4	to	29	False	FacebookAI/roberta-base	0.9993459582328796	0.0009438758715987	4	15	order_meaning2_syn1	expected	The teacher asked us to number the items in order.	9	3042375	14.928149347056001
217	5	number	29	False	FacebookAI/roberta-base	0.0001356770080747	12.847536087036133	5	15	order_meaning2_syn1	expected	The teacher asked us to number the items in order.	9	39919	10.5946327304254
218	6	the	29	False	FacebookAI/roberta-base	0.7241791486740112	0.4655814468860626	6	15	order_meaning2_syn1	expected	The teacher asked us to number the items in order.	9	6500900	15.687451340644257
219	7	items	29	False	FacebookAI/roberta-base	0.0187011528760194	5.740728855133057	7	15	order_meaning2_syn1	expected	The teacher asked us to number the items in order.	9	6965	8.848796450925947
220	8	in	29	False	FacebookAI/roberta-base	0.9394176602363586	0.0901613757014274	8	15	order_meaning2_syn1	expected	The teacher asked us to number the items in order.	9	2204092	14.605826644371975
221	9	order.	29	False	FacebookAI/roberta-base	0.7232882678508759	0.4799640625715256	9	15	order_meaning2_syn1	expected	The teacher asked us to number the items in order.	9	24691	10.114234583513786
222	0	The	30	False	FacebookAI/roberta-base	0.5278949737548828	0.9216771125793456	0	15	order_meaning2_syn1	unexpected	The teacher asked us to number the items in arrangement	9	6500900	15.687451340644257
223	1	teacher	30	False	FacebookAI/roberta-base	0.0267805978655815	5.222668170928955	1	15	order_meaning2_syn1	unexpected	The teacher asked us to number the items in arrangement	9	6888	8.837681215593197
224	2	asked	30	False	FacebookAI/roberta-base	0.1349180787801742	2.889844417572021	2	15	order_meaning2_syn1	unexpected	The teacher asked us to number the items in arrangement	9	30375	10.321408101911638
225	3	us	30	False	FacebookAI/roberta-base	0.1099723577499389	3.184787034988404	3	15	order_meaning2_syn1	unexpected	The teacher asked us to number the items in arrangement	9	90390	11.411899983901964
226	4	to	30	False	FacebookAI/roberta-base	0.999214768409729	0.001133264391683	4	15	order_meaning2_syn1	unexpected	The teacher asked us to number the items in arrangement	9	3042375	14.928149347056001
227	5	number	30	False	FacebookAI/roberta-base	2.3792546926415525e-05	15.359130859375	5	15	order_meaning2_syn1	unexpected	The teacher asked us to number the items in arrangement	9	39919	10.5946327304254
228	6	the	30	False	FacebookAI/roberta-base	0.7732405662536621	0.3710107207298279	6	15	order_meaning2_syn1	unexpected	The teacher asked us to number the items in arrangement	9	6500900	15.687451340644257
229	7	items	30	False	FacebookAI/roberta-base	0.0042598419822752	7.874984264373779	7	15	order_meaning2_syn1	unexpected	The teacher asked us to number the items in arrangement	9	6965	8.848796450925947
230	8	in	30	False	FacebookAI/roberta-base	0.2858068943023681	1.80688738822937	8	15	order_meaning2_syn1	unexpected	The teacher asked us to number the items in arrangement	9	2204092	14.605826644371975
231	9	arrangement	30	False	FacebookAI/roberta-base	1.527328805650541e-07	22.642486572265625	9	15	order_meaning2_syn1	unexpected	The teacher asked us to number the items in arrangement	9	2328	7.753194269884341
232	0	The	31	False	FacebookAI/roberta-base	0.613518476486206	0.7048213481903076	0	16	order_meaning2_syn2	expected	The files were organized in alphabetical order.	6	6500900	15.687451340644257
233	1	files	31	False	FacebookAI/roberta-base	0.0051099527627229	7.61247444152832	1	16	order_meaning2_syn2	expected	The files were organized in alphabetical order.	6	5002	8.517793011488205
234	2	were	31	False	FacebookAI/roberta-base	0.042426262050867	4.558898448944092	2	16	order_meaning2_syn2	expected	The files were organized in alphabetical order.	6	242601	12.399177519481189
235	3	organized	31	False	FacebookAI/roberta-base	0.0141227841377258	6.14583158493042	3	16	order_meaning2_syn2	expected	The files were organized in alphabetical order.	6	4842	8.48528964240323
236	4	in	31	False	FacebookAI/roberta-base	0.9657565951347352	0.0502684973180294	4	16	order_meaning2_syn2	expected	The files were organized in alphabetical order.	6	2204092	14.605826644371975
237	5	alphabetical	31	False	FacebookAI/roberta-base	0.5732919573783875	1.384751377059729	5	16	order_meaning2_syn2	expected	The files were organized in alphabetical order.	6	118	4.77912349311153
